entity,paper_id
promonocytic U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
macrophage-like cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
urokinase plasminogen activator receptors,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
collagenase,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
NE,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
Cat G,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
cysteine proteases,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
NE,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
NE,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
NE,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:9
U937 cell,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
PMA-treated,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
PMA-treated U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
untreated cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
PMA-differentiated U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
cysteine protease,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
PMA-treated U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
undifferentiated and differentiated U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
NE,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
NE,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
neutral protease,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
promonocytic (pre-differentiated) U937 cells,37:Analysis Of Reovirus Replication In U937 Cells Differentiated By Pma ::: Results:10
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
elastase,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
serine protease,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
Cat G,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
U937 cells,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
U937 cells,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
U937 cells,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
Cat,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
Cat,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:11
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:12
U937 cells,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:12
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:12
E64-treated U937 cells,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:12
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:12
treated cells,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:12
U937 cells,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:12
NE,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:12
U937 cells,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:12
cysteine proteases,37:Ne Can Facilitate Reovirus Infection In U937 Cells ::: Results:12
NE,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
cellular proteases,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
proenzyme,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
pro-region,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
NE,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
U937 cells,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
NE,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
σ3,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
NE,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
protease,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
NE,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
σ3,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
NE,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
NE,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
σ3,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
σ3,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
NE,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
σ3,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
μ1C,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
NE,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:13
σ3,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
L929 cells,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
cysteine protease,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
ISVPs,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
NE-SVPs,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
L929 cells,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
NE-SVPs,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
cysteine protease,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
L929 cells,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
NE-SVPs,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
L929 cells,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
ISVPs,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
NE-SVPs,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
reovirus non-structural protein,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
treated cells,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
viral protein,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
ISVPs,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
NE-SVPs,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
NE,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
σ3,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
acid-dependent cysteine proteases,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
L929 cells,37:Ne-Generated Subviral Particles Are Infectious And Do Not Require Additional Proteolytic Processing ::: Results:14
Serine proteases,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
U937 cells,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
proteases,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
NE,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
cysteine proteases Cat L,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
Cat B,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
Cat,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
protease,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
Cat S,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
P388D macrophages,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
protease,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
U937 cells,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
Cat L,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
serine proteases NE,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
Cat G,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
U937 cell cultures,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
cysteine protease,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
Cat L,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
PMA-differentiated cells,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
acid-independent protease Cat S,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
PMA-differentiated cells,"37:Ne, An Acid-Independent Serine Protease, Can Promote Productive Reovirus Infection In U937 Promonocytes ::: Discussion:15"
Cat G,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
U937 cells,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
NE,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
Cat G,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
NE-SVPs,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
NE,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
U937 cells,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
Cat G,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
Cat G,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
U937 cells,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
Cat,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
Cathepsin G Inhibitor I,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
U937 cell cultures,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
NE,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
Cat G,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
proteases,37:Does The Serine Protease Cat G Also Play A Role In Reovirus Infection Of U937 Cells? ::: Discussion:16
Cat S,37:The Acid-Dependence Of Reovirus Infection Is A Reflection Of The Requirements For Protease Activation ::: Discussion:17
Cat S,37:The Acid-Dependence Of Reovirus Infection Is A Reflection Of The Requirements For Protease Activation ::: Discussion:17
Cat S,37:The Acid-Dependence Of Reovirus Infection Is A Reflection Of The Requirements For Protease Activation ::: Discussion:17
NE-mediates,37:The Acid-Dependence Of Reovirus Infection Is A Reflection Of The Requirements For Protease Activation ::: Discussion:17
acid-dependent protease,37:The Acid-Dependence Of Reovirus Infection Is A Reflection Of The Requirements For Protease Activation ::: Discussion:17
acid-dependent proteases,37:The Acid-Dependence Of Reovirus Infection Is A Reflection Of The Requirements For Protease Activation ::: Discussion:17
Cat D,37:The Acid-Dependence Of Reovirus Infection Is A Reflection Of The Requirements For Protease Activation ::: Discussion:17
NE,37:The Acid-Dependence Of Reovirus Infection Is A Reflection Of The Requirements For Protease Activation ::: Discussion:17
Elastase,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
acid-dependent hydrolases,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
neutrophils,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
LAMP-1,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
LAMP-2,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
lysosomal markers LAMP-3 [61],37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
CD68,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
fluid-phase markers,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
NE,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
neutrophils,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
U937 cells,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
NE,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
U937 culture,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
E64-treated U937 cells,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
U937 cell cultures,37:Does Ne Mediate Uncoating Intracellularly Or Extracellularly In U937 Cell Cultures? ::: Discussion:18
IL-8,37:Implications For Infection In The Host ::: Discussion:19
cytokine,37:Implications For Infection In The Host ::: Discussion:19
chemoattractant,37:Implications For Infection In The Host ::: Discussion:19
neutrophils,37:Implications For Infection In The Host ::: Discussion:19
IL-8,37:Implications For Infection In The Host ::: Discussion:19
IL-8,37:Implications For Infection In The Host ::: Discussion:19
neutrophilic lysosomal hydrolases,37:Implications For Infection In The Host ::: Discussion:19
NE,37:Implications For Infection In The Host ::: Discussion:19
acid-independent serine protease,37:Implications For Infection In The Host ::: Discussion:19
IL-8,37:Implications For Infection In The Host ::: Discussion:19
infectious NE-SVPs,37:Implications For Infection In The Host ::: Discussion:19
ISVPs,37:Implications For Infection In The Host ::: Discussion:19
protease,37:Implications For Infection In The Host ::: Discussion:19
Ebola virus glycoprotein,37:Implications For Infection In The Host ::: Discussion:19
NE,37:Implications For Infection In The Host ::: Discussion:19
neutrophil proteases,37:Implications For Infection In The Host ::: Discussion:19
Murine L929 cells,37:Cells And Viruses ::: Methods:20
Kedl,37:Cells And Viruses ::: Methods:20
U937 cells,37:Cells And Viruses ::: Methods:20
U937 cells,37:Cells And Viruses ::: Methods:20
chymotrypsin,37:Cells And Viruses ::: Methods:21
Cysteine protease,37:Measurement Of Cysteine Protease Activity ::: Methods:22
P388D U937,37:Measurement Of Cysteine Protease Activity ::: Methods:22
L929 cells,37:Measurement Of Cysteine Protease Activity ::: Methods:22
Cat B,37:Measurement Of Cysteine Protease Activity ::: Methods:22
Z-Arg-Arg-7-amido-4-methylcoumarin,37:Measurement Of Cysteine Protease Activity ::: Methods:22
Cat L,37:Measurement Of Cysteine Protease Activity ::: Methods:22
Cat B,37:Measurement Of Cysteine Protease Activity ::: Methods:22
Z-Phe-Arg-7-amido-4-methylcoumarin,37:Measurement Of Cysteine Protease Activity ::: Methods:22
Inc.,37:Measurement Of Cysteine Protease Activity ::: Methods:22
NE,37:Measurement Of Serine Protease Activity ::: Methods:23
NE,37:Measurement Of Serine Protease Activity ::: Methods:23
NE substrate,37:Measurement Of Serine Protease Activity ::: Methods:23
NE,37:Analysis Of Viral Growth ::: Methods:24
L929 cells,37:Analysis Of Viral Growth ::: Methods:24
NE,37:In Vitro Analysis Of Ne-Mediated Uncoating ::: Methods:25
NE,37:In Vitro Analysis Of Ne-Mediated Uncoating ::: Methods:25
NE,37:In Vitro Analysis Of Ne-Mediated Uncoating ::: Methods:25
β-mercaptoethanol,37:In Vitro Analysis Of Ne-Mediated Uncoating ::: Methods:25
NE,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
U937 cells,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
viral protein,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
Lysate,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
NE,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
polyclonal antibody,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
NE,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
Santa Cruz Biotechnology Inc,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
Santa Cruz,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
CA,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
horseradish peroxidase-conjugated anti-goat IgG,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
Bound antibody,37:Immunoblot Analysis Of Ne Expression ::: Methods:26
Bound antibody,37:Analysis Of Viral Protein Expression In Infected Cells ::: Methods:27
NE,37:Generation Of Ne Subviral Particles For Infection ::: Methods:28
Coomassie Brilliant Blue,37:Generation Of Ne Subviral Particles For Infection ::: Methods:28
σ3,37:Generation Of Ne Subviral Particles For Infection ::: Methods:28
NE,37:Analysis Of Virus Titer After Ne Treatment Of Virions ::: Methods:29
σ3,37:Analysis Of Virus Titer After Ne Treatment Of Virions ::: Methods:29
Coomassie Brilliant Blue,37:Analysis Of Virus Titer After Ne Treatment Of Virions ::: Methods:29
L929 cell monolayers,37:Analysis Of Virus Titer After Ne Treatment Of Virions ::: Methods:29
J.W.G.,37:Authors' Contributions:31
J.W.G.,37:Authors' Contributions:31
NE,37:Caption:32
untreated cells,37:Caption:32
untreated cells,37:Caption:32
U937 cells,37:Caption:33
U937 cells,37:Caption:33
Cysteine protease,37:Caption:33
treated cells,37:Caption:33
L939 cells,37:Caption:33
U937 cells,37:Caption:33
grey bars) cells,37:Caption:33
L929 cell monolayers,37:Caption:33
L929 cells,37:Caption:34
U937 cells,37:Caption:34
Pre-treated cells,37:Caption:34
U937 cells,37:Caption:35
U937 cells,37:Caption:35
polyclonal goat antibody,37:Caption:35
human NE,37:Caption:35
Santa Cruz Biotechnology,37:Caption:35
secondary anti-goat antibody,37:Caption:35
horseradish peroxidase,37:Caption:35
Santa Cruz Biotechnology,37:Caption:35
B. U937 cells,37:Caption:35
U937 cells,37:Caption:36
NE,37:Caption:36
U937 cells,37:Caption:36
NE,37:Caption:36
NE,37:Caption:37
μg/ml NE,37:Caption:37
protease,37:Caption:37
reovirus capsid proteins,37:Caption:37
B. L929 cells,37:Caption:37
C. L929 cells,37:Caption:37
viral non-structural protein,37:Caption:37
pulmonary,52:Title:0
pulmonary,52:Abstract:1
pulmonary,52:Background:2
cystic,"52:Search Strategy, Study Selection And Overall Objectives ::: Methods:8"
exhaled,52:Data Abstraction Methods ::: Methods:11
heart,52:Relationship Of Different Variables And Biomarkers With Exacerbation Severity And Patient Setting ::: Results:19
Heart,52:Relationship Of Different Variables And Biomarkers With Exacerbation Severity And Patient Setting ::: Results:19
heart,52:Discussion:28
heart,52:Discussion:28
heart,52:Discussion:28
heart,52:Discussion:28
heart,52:Discussion:37
HIV,47:Abstract:1
HIV,47:Abstract:1
individuals,47:Introduction:2
Human immunodeficiency virus,47:Introduction:2
human,47:Introduction:2
HIV,47:Introduction:2
HIV,47:Introduction:3
HIV,47:Introduction:3
tea,47:Illicit Drug Use In China:4
heroin/opium,47:Illicit Drug Use In China:5
chemically,47:Illicit Drug Use In China:5
amphetamine,47:Illicit Drug Use In China:5
methamphetamine,47:Illicit Drug Use In China:5
ecstasy,47:Illicit Drug Use In China:5
needles,47:Illicit Drug Use In China:8
HIV,47:Illicit Drug Use In China:8
HIV,47:Illicit Drug Use In China:8
HIV,47:Illicit Drug Use In China:8
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:9
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:9
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:9
IDU,47:Hiv/Aids Epidemic And Its Association With Idu In China:10
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:10
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:10
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:10
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:10
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:10
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:10
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:10
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:10
HIV,47:Hiv/Aids Epidemic And Its Association With Idu In China:10
HIV-1,47:Hiv/Aids Epidemic And Its Association With Idu In China:11
CRF01_AE,47:Hiv/Aids Epidemic And Its Association With Idu In China:11
CRF07_BC,47:Hiv/Aids Epidemic And Its Association With Idu In China:11
CRF08_BC,47:Hiv/Aids Epidemic And Its Association With Idu In China:11
HIV-1,47:Hiv/Aids Epidemic And Its Association With Idu In China:11
CRF08_BC,47:Hiv/Aids Epidemic And Its Association With Idu In China:11
CRF01_AE,47:Hiv/Aids Epidemic And Its Association With Idu In China:11
HIV-1,47:Hiv/Aids Epidemic And Its Association With Idu In China:11
HIV-1,47:Hiv/Aids Epidemic And Its Association With Idu In China:11
reagents,47:Hiv/Aids Epidemic And Its Association With Idu In China:11
Drug,47:Chinese Policies On Illicit Drug Control And Related Hiv/Aids Prevention:14
domestic,47:Scaling Up Methadone Substitution And Needle Exchange Programs ::: Conclusions And Recommendations:17
HIV,47:Scaling Up Methadone Substitution And Needle Exchange Programs ::: Conclusions And Recommendations:17
needles,47:Scaling Up Methadone Substitution And Needle Exchange Programs ::: Conclusions And Recommendations:18
needles,47:Scaling Up Methadone Substitution And Needle Exchange Programs ::: Conclusions And Recommendations:18
HIV,47:Scaling Up Methadone Substitution And Needle Exchange Programs ::: Conclusions And Recommendations:19
HIV,47:Scaling Up Methadone Substitution And Needle Exchange Programs ::: Conclusions And Recommendations:20
HIV,47:Hiv Voluntary Counseling And Testing ::: Conclusions And Recommendations:21
HIV,47:Hiv Voluntary Counseling And Testing ::: Conclusions And Recommendations:21
HIV,47:Hiv Voluntary Counseling And Testing ::: Conclusions And Recommendations:21
individuals,47:Hiv Voluntary Counseling And Testing ::: Conclusions And Recommendations:21
HIV,47:Hiv Voluntary Counseling And Testing ::: Conclusions And Recommendations:21
HIV,47:Hiv Voluntary Counseling And Testing ::: Conclusions And Recommendations:21
HIV,47:Hiv Voluntary Counseling And Testing ::: Conclusions And Recommendations:21
individuals,47:Hiv Voluntary Counseling And Testing ::: Conclusions And Recommendations:21
HIV,47:Hiv Voluntary Counseling And Testing ::: Conclusions And Recommendations:21
HIV,47:Hiv Voluntary Counseling And Testing ::: Conclusions And Recommendations:21
HIV,47:Outreach And Non-Governmental Organizations ::: Conclusions And Recommendations:22
HIV,47:Outreach And Non-Governmental Organizations ::: Conclusions And Recommendations:22
HIV,47:Outreach And Non-Governmental Organizations ::: Conclusions And Recommendations:24
HIV,47:Outreach And Non-Governmental Organizations ::: Conclusions And Recommendations:24
HIV – human immunodeficiency virus,47:List Of Abbreviations:28
influenza,49:Title:0
influenza,49:Abstract:1
influenza,49:Abstract:1
influenza,49:Abstract:1
influenza,49:Background:2
influenza,49:Background:2
influenza,49:Background:2
influenza,49:Background:2
influenza,49:Background:3
influenza,49:Background:7
influenza,49:Background:7
influenza,49:Survey Content ::: Methods:8
pandemic influenza,49:Data Analysis ::: Methods:10
influenza,49:Results:13
influenza,49:Results:14
individuals,49:Results:14
influenza,49:Results:14
influenza,49:Results:14
influenza,49:Results:15
influenza,49:Results:15
influenza,49:Results:17
influenza,49:Discussion:19
influenza,49:Discussion:20
influenza,49:Discussion:20
pandemic influenza,49:Discussion:21
influenza,49:Discussion:21
influenza,49:Discussion:23
H5N1,49:Discussion:23
virus,49:Discussion:23
humans,49:Discussion:23
influenza,49:Discussion:23
pandemic influenza,49:Discussion:24
influenza,49:Discussion:28
influenza,49:Discussion:29
influenza,49:Conclusion:30
influenza,49:Conclusion:30
influenza,49:Conclusion:30
influenza,49:Caption:35
individuals,49:Caption:36
SAP,39:Abstract:1
SAP,39:Abstract:1
SAP,39:The Sequencing Analysis Pipeline Uses The Dna And Protein Signature Pipelines ::: Materials And Methods:6
SAP,39:The Sequencing Analysis Pipeline Uses The Dna And Protein Signature Pipelines ::: Materials And Methods:6
SAP,39:The Sequencing Analysis Pipeline Uses The Dna And Protein Signature Pipelines ::: Materials And Methods:6
SAP,39:Protein Signature Pipeline ::: Materials And Methods:8
amino acids,39:Protein Signature Pipeline ::: Materials And Methods:8
amino acid sequence,39:Protein Signature Pipeline ::: Materials And Methods:8
